NU_ANO_CENSO;NO_REGIAO;CO_REGIAO;NO_UF;SG_UF;CO_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_MESORREGIAO;CO_MESORREGIAO;NO_MICRORREGIAO;CO_MICRORREGIAO;CO_DISTRITO;CO_ENTIDADE;NO_ENTIDADE;TP_DEPENDENCIA;TP_CATEGORIA_ESCOLA_PRIVADA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;DS_ENDERECO;NU_ENDERECO;DS_COMPLEMENTO;NO_BAIRRO;CO_CEP;NU_DDD;NU_TELEFONE;TP_SITUACAO_FUNCIONAMENTO;CO_ORGAO_REGIONAL;DT_ANO_LETIVO_INICIO;DT_ANO_LETIVO_TERMINO;IN_VINCULO_SECRETARIA_EDUCACAO;IN_VINCULO_SEGURANCA_PUBLICA;IN_VINCULO_SECRETARIA_SAUDE;IN_VINCULO_OUTRO_ORGAO;IN_CONVENIADA_PP;TP_CONVENIO_PODER_PUBLICO;IN_MANT_ESCOLA_PRIVADA_EMP;IN_MANT_ESCOLA_PRIVADA_ONG;IN_MANT_ESCOLA_PRIVADA_OSCIP;IN_MANT_ESCOLA_PRIV_ONG_OSCIP;IN_MANT_ESCOLA_PRIVADA_SIND;IN_MANT_ESCOLA_PRIVADA_SIST_S;IN_MANT_ESCOLA_PRIVADA_S_FINS;NU_CNPJ_ESCOLA_PRIVADA;NU_CNPJ_MANTENEDORA;TP_REGULAMENTACAO;TP_RESPONSAVEL_REGULAMENTACAO;CO_ESCOLA_SEDE_VINCULADA;CO_IES_OFERTANTE;IN_LOCAL_FUNC_PREDIO_ESCOLAR;TP_OCUPACAO_PREDIO_ESCOLAR;IN_LOCAL_FUNC_SALAS_EMPRESA;IN_LOCAL_FUNC_SOCIOEDUCATIVO;IN_LOCAL_FUNC_UNID_PRISIONAL;IN_LOCAL_FUNC_PRISIONAL_SOCIO;IN_LOCAL_FUNC_TEMPLO_IGREJA;IN_LOCAL_FUNC_CASA_PROFESSOR;IN_LOCAL_FUNC_GALPAO;TP_OCUPACAO_GALPAO;IN_LOCAL_FUNC_SALAS_OUTRA_ESC;IN_LOCAL_FUNC_OUTROS;IN_PREDIO_COMPARTILHADO;IN_AGUA_FILTRADA;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_OUTROS;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_LIXO_JOGA_OUTRA_AREA;IN_LIXO_OUTROS;IN_LIXO_RECICLA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_ALMOXARIFADO;IN_AREA_VERDE;IN_AUDITORIO;IN_BANHEIRO_FORA_PREDIO;IN_BANHEIRO_DENTRO_PREDIO;IN_BANHEIRO;IN_BANHEIRO_EI;IN_BANHEIRO_PNE;IN_BANHEIRO_FUNCIONARIOS;IN_BANHEIRO_CHUVEIRO;IN_BERCARIO;IN_BIBLIOTECA;IN_BIBLIOTECA_SALA_LEITURA;IN_COZINHA;IN_DESPENSA;IN_DORMITORIO_ALUNO;IN_DORMITORIO_PROFESSOR;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_PATIO_COBERTO;IN_PATIO_DESCOBERTO;IN_PARQUE_INFANTIL;IN_PISCINA;IN_QUADRA_ESPORTES;IN_QUADRA_ESPORTES_COBERTA;IN_QUADRA_ESPORTES_DESCOBERTA;IN_REFEITORIO;IN_SALA_ATELIE_ARTES;IN_SALA_MUSICA_CORAL;IN_SALA_ESTUDIO_DANCA;IN_SALA_MULTIUSO;IN_SALA_DIRETORIA;IN_SALA_LEITURA;IN_SALA_PROFESSOR;IN_SALA_REPOUSO_ALUNO;IN_SECRETARIA;IN_SALA_ATENDIMENTO_ESPECIAL;IN_TERREIRAO;IN_VIVEIRO;IN_DEPENDENCIAS_PNE;IN_LAVANDERIA;IN_DEPENDENCIAS_OUTRAS;IN_ACESSIBILIDADE_CORRIMAO;IN_ACESSIBILIDADE_ELEVADOR;IN_ACESSIBILIDADE_PISOS_TATEIS;IN_ACESSIBILIDADE_VAO_LIVRE;IN_ACESSIBILIDADE_RAMPAS;IN_ACESSIBILIDADE_SINAL_SONORO;IN_ACESSIBILIDADE_SINAL_TATIL;IN_ACESSIBILIDADE_SINAL_VISUAL;IN_ACESSIBILIDADE_INEXISTENTE;QT_SALAS_EXISTENTES;QT_SALAS_UTILIZADAS_DENTRO;QT_SALAS_UTILIZADAS_FORA;QT_SALAS_UTILIZADAS;QT_SALAS_UTILIZA_CLIMATIZADAS;QT_SALAS_UTILIZADAS_ACESSIVEIS;IN_EQUIP_PARABOLICA;IN_COMPUTADOR;IN_EQUIP_COPIADORA;IN_EQUIP_IMPRESSORA;IN_EQUIP_IMPRESSORA_MULT;IN_EQUIP_SCANNER;IN_EQUIP_NENHUM;IN_EQUIP_DVD;QT_EQUIP_DVD;IN_EQUIP_SOM;QT_EQUIP_SOM;IN_EQUIP_TV;QT_EQUIP_TV;IN_EQUIP_LOUSA_DIGITAL;QT_EQUIP_LOUSA_DIGITAL;IN_EQUIP_MULTIMIDIA;QT_EQUIP_MULTIMIDIA;IN_EQUIP_VIDEOCASSETE;IN_EQUIP_RETROPROJETOR;IN_EQUIP_FAX;IN_EQUIP_FOTO;QT_EQUIP_VIDEOCASSETE;QT_EQUIP_PARABOLICA;QT_EQUIP_COPIADORA;QT_EQUIP_RETROPROJETOR;QT_EQUIP_IMPRESSORA;QT_EQUIP_IMPRESSORA_MULT;QT_EQUIP_FAX;QT_EQUIP_FOTO;QT_COMP_ALUNO;IN_DESKTOP_ALUNO;QT_DESKTOP_ALUNO;IN_COMP_PORTATIL_ALUNO;QT_COMP_PORTATIL_ALUNO;IN_TABLET_ALUNO;QT_TABLET_ALUNO;QT_COMPUTADOR;QT_COMP_ADMINISTRATIVO;IN_INTERNET;IN_INTERNET_ALUNOS;IN_INTERNET_ADMINISTRATIVO;IN_INTERNET_APRENDIZAGEM;IN_INTERNET_COMUNIDADE;IN_ACESSO_INTERNET_COMPUTADOR;IN_ACES_INTERNET_DISP_PESSOAIS;TP_REDE_LOCAL;IN_BANDA_LARGA;QT_FUNCIONARIOS;IN_PROF_ADMINISTRATIVOS;QT_PROF_ADMINISTRATIVOS;IN_PROF_SERVICOS_GERAIS;QT_PROF_SERVICOS_GERAIS;IN_PROF_BIBLIOTECARIO;QT_PROF_BIBLIOTECARIO;IN_PROF_SAUDE;QT_PROF_SAUDE;IN_PROF_COORDENADOR;QT_PROF_COORDENADOR;IN_PROF_FONAUDIOLOGO;QT_PROF_FONAUDIOLOGO;IN_PROF_NUTRICIONISTA;QT_PROF_NUTRICIONISTA;IN_PROF_PSICOLOGO;QT_PROF_PSICOLOGO;IN_PROF_ALIMENTACAO;QT_PROF_ALIMENTACAO;IN_PROF_PEDAGOGIA;QT_PROF_PEDAGOGIA;IN_PROF_SECRETARIO;QT_PROF_SECRETARIO;IN_PROF_SEGURANCA;QT_PROF_SEGURANCA;IN_PROF_MONITORES;QT_PROF_MONITORES;IN_PROF_GESTAO;QT_PROF_GESTAO;IN_PROF_ASSIST_SOCIAL;QT_PROF_ASSIST_SOCIAL;IN_ALIMENTACAO;IN_SERIE_ANO;IN_PERIODOS_SEMESTRAIS;IN_FUNDAMENTAL_CICLOS;IN_GRUPOS_NAO_SERIADOS;IN_MODULOS;IN_FORMACAO_ALTERNANCIA;IN_MATERIAL_PED_MULTIMIDIA;IN_MATERIAL_PED_INFANTIL;IN_MATERIAL_PED_CIENTIFICO;IN_MATERIAL_PED_DIFUSAO;IN_MATERIAL_PED_MUSICAL;IN_MATERIAL_PED_JOGOS;IN_MATERIAL_PED_ARTISTICAS;IN_MATERIAL_PED_DESPORTIVA;IN_MATERIAL_PED_INDIGENA;IN_MATERIAL_PED_ETNICO;IN_MATERIAL_PED_CAMPO;IN_MATERIAL_PED_NENHUM;IN_MATERIAL_ESP_QUILOMBOLA;IN_MATERIAL_ESP_INDIGENA;IN_MATERIAL_ESP_NAO_UTILIZA;IN_EDUCACAO_INDIGENA;TP_INDIGENA_LINGUA;CO_LINGUA_INDIGENA_1;CO_LINGUA_INDIGENA_2;CO_LINGUA_INDIGENA_3;IN_BRASIL_ALFABETIZADO;IN_FINAL_SEMANA;IN_EXAME_SELECAO;IN_RESERVA_PPI;IN_RESERVA_RENDA;IN_RESERVA_PUBLICA;IN_RESERVA_PCD;IN_RESERVA_OUTROS;IN_RESERVA_NENHUMA;IN_REDES_SOCIAIS;IN_ESPACO_ATIVIDADE;IN_ESPACO_EQUIPAMENTO;IN_ORGAO_ASS_PAIS;IN_ORGAO_ASS_PAIS_MESTRES;IN_ORGAO_CONSELHO_ESCOLAR;IN_ORGAO_GREMIO_ESTUDANTIL;IN_ORGAO_OUTROS;IN_ORGAO_NENHUM;TP_PROPOSTA_PEDAGOGICA;TP_AEE;TP_ATIVIDADE_COMPLEMENTAR;IN_MEDIACAO_PRESENCIAL;IN_MEDIACAO_SEMIPRESENCIAL;IN_MEDIACAO_EAD;IN_REGULAR;IN_DIURNO;IN_NOTURNO;IN_EAD;IN_BAS;IN_INF;IN_INF_CRE;IN_INF_PRE;IN_FUND;IN_FUND_AI;IN_FUND_AF;IN_MED;IN_PROF;IN_PROF_TEC;IN_EJA;IN_EJA_FUND;IN_EJA_MED;IN_ESP;IN_ESP_CC;IN_ESP_CE;QT_MAT_BAS;QT_MAT_INF;QT_MAT_INF_CRE;QT_MAT_INF_PRE;QT_MAT_FUND;QT_MAT_FUND_AI;QT_MAT_FUND_AF;QT_MAT_MED;QT_MAT_PROF;QT_MAT_PROF_TEC;QT_MAT_EJA;QT_MAT_EJA_FUND;QT_MAT_EJA_MED;QT_MAT_ESP;QT_MAT_ESP_CC;QT_MAT_ESP_CE;QT_MAT_BAS_FEM;QT_MAT_BAS_MASC;QT_MAT_BAS_ND;QT_MAT_BAS_BRANCA;QT_MAT_BAS_PRETA;QT_MAT_BAS_PARDA;QT_MAT_BAS_AMARELA;QT_MAT_BAS_INDIGENA;QT_MAT_BAS_0_3;QT_MAT_BAS_4_5;QT_MAT_BAS_6_10;QT_MAT_BAS_11_14;QT_MAT_BAS_15_17;QT_MAT_BAS_18_MAIS;QT_MAT_BAS_D;QT_MAT_BAS_N;QT_MAT_BAS_EAD;QT_MAT_INF_INT;QT_MAT_INF_CRE_INT;QT_MAT_INF_PRE_INT;QT_MAT_FUND_INT;QT_MAT_FUND_AI_INT;QT_MAT_FUND_AF_INT;QT_MAT_MED_INT;QT_DOC_BAS;QT_DOC_INF;QT_DOC_INF_CRE;QT_DOC_INF_PRE;QT_DOC_FUND;QT_DOC_FUND_AI;QT_DOC_FUND_AF;QT_DOC_MED;QT_DOC_PROF;QT_DOC_PROF_TEC;QT_DOC_EJA;QT_DOC_EJA_FUND;QT_DOC_EJA_MED;QT_DOC_ESP;QT_DOC_ESP_CC;QT_DOC_ESP_CE;QT_TUR_BAS;QT_TUR_INF;QT_TUR_INF_CRE;QT_TUR_INF_PRE;QT_TUR_FUND;QT_TUR_FUND_AI;QT_TUR_FUND_AF;QT_TUR_MED;QT_TUR_PROF;QT_TUR_PROF_TEC;QT_TUR_EJA;QT_TUR_EJA_FUND;QT_TUR_EJA_MED;QT_TUR_ESP;QT_TUR_ESP_CC;QT_TUR_ESP_CE
2018;Norte;1;Amazonas;AM;13;Itacoatiara;1301902;Centro Amazonense;1303;Itacoatiara;13009;130190205;13032887;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS;4;4;1;0;RUA AFONSO DE CARVALHO;1759;;COLONIA;69100134;92;9.9199E8;1;0MI39;05FEB2018:00:00:00;17DEC2018:00:00:00;0;0;0;0;1;3;0;0;0;0;0;0;1;04616298000110;04616298000110;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;22;0;0;22;0;0;0;1;0;1;1;0;0;1;1;1;2;1;3;0;0;1;1;0;1;0;0;0;0;0;1;1;1;0;0;5;0;0;0;0;0;0;10;5;1;0;0;0;0;0;0;0;1;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;160;22;10;12;138;110;28;0;0;0;0;0;0;160;0;160;72;88;24;17;8;111;0;0;9;8;14;12;10;107;160;0;0;0;0;0;0;0;0;0;17;5;2;3;12;8;7;0;0;0;0;0;0;17;0;17;17;4;2;2;13;6;7;0;0;0;0;0;0;17;0;17
2018;Norte;1;Amazonas;AM;13;Itacoatiara;1301902;Centro Amazonense;1303;Itacoatiara;13009;130190205;13032917;ESCOLA ADVENTISTA DE ITACOATIARA;4;1;1;0;AVENIDA CONSELHEIRO RUY BARBOSA;674;;CENTRO;69100087;92;33019660;1;0MI39;22JAN2018:00:00:00;21DEC2018:00:00:00;0;0;0;0;1;1;0;0;0;0;0;0;1;83367326004761;83367326000189;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;12;0;0;0;1;0;0;1;0;0;1;4;1;1;1;6;0;0;1;2;0;0;0;1;0;0;0;0;0;5;0;1;6;0;0;0;0;0;0;13;7;1;0;0;0;0;0;0;0;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;424;108;21;87;316;217;99;0;0;0;0;0;0;18;18;0;218;206;177;49;2;196;0;0;19;83;218;95;9;0;424;0;0;0;0;0;0;0;0;0;19;4;2;3;16;10;8;0;0;0;0;0;0;16;16;0;18;5;1;4;13;9;4;0;0;0;0;0;0;11;11;0
2018;Norte;1;Amazonas;AM;13;Itacoatiara;1301902;Centro Amazonense;1303;Itacoatiara;13009;130190205;13032941;CENTRO EDUCACIONAL MUNICIPAL JAMEL AMED;3;0;1;0;AVENIDA PARQUE;999;ESCOLA;CENTRO;69100003;92;9.9257E8;1;0MI39;05FEB2018:00:00:00;21DEC2018:00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;1;1;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;18;0;0;16;0;0;0;1;1;1;1;0;0;1;2;1;4;1;3;0;0;1;2;0;0;0;1;0;0;2;0;3;3;0;1;9;0;0;0;0;0;0;12;3;0;0;0;0;0;0;0;0;0;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;834;73;0;73;511;218;293;0;0;0;250;250;0;22;22;0;375;459;246;47;2;532;1;6;1;72;162;286;159;154;664;170;0;0;0;0;0;0;0;0;44;5;0;5;30;8;22;0;0;0;21;21;0;34;34;0;32;3;0;3;20;6;14;0;0;0;9;9;0;16;16;0
2018;Norte;1;Amazonas;AM;13;Itacoatiara;1301902;Centro Amazonense;1303;Itacoatiara;13009;130190205;13032950;CENTRO SOCIAL URBANO VITORIA REGIA;3;0;1;0;RUA ACACIO LEITE;3682;;SANTO ANTONIO;69100970;92;9.2994E8;1;0MI39;05FEB2018:00:00:00;17DEC2018:00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;7;0;0;0;1;0;1;0;0;0;1;4;0;0;1;4;0;0;1;2;0;1;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;434;434;178;256;0;0;0;0;0;0;0;0;0;2;2;0;227;207;288;22;0;122;0;2;170;253;11;0;0;0;434;0;0;30;30;0;0;0;0;0;28;28;14;14;0;0;0;0;0;0;0;0;0;8;8;0;13;13;5;8;0;0;0;0;0;0;0;0;0;2;2;0
2018;Norte;1;Amazonas;AM;13;Itacoatiara;1301902;Centro Amazonense;1303;Itacoatiara;13009;130190205;13032968;COLEGIO GRAO MESTRE VENANCIO IGREJAS LOPES;3;0;1;0;AVENIDA 7 DE SETEMBRO;1864;;IRACI;69101068;92;35212878;1;0MI39;05FEB2018:00:00:00;17DEC2018:00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;8;0;0;0;1;0;1;0;0;0;1;2;1;1;1;3;0;0;1;2;1;0;0;1;1;0;0;0;4;0;0;1;15;0;0;0;0;0;0;17;2;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;534;192;0;192;342;342;0;0;0;0;0;0;0;4;4;0;287;247;30;48;2;454;0;0;0;181;334;19;0;0;534;0;0;0;0;0;0;0;0;0;30;10;0;10;20;20;0;0;0;0;0;0;0;5;5;0;16;6;0;6;10;10;0;0;0;0;0;0;0;2;2;0
2018;Norte;1;Amazonas;AM;13;Itacoatiara;1301902;Centro Amazonense;1303;Itacoatiara;13009;130190205;13032976;EDUCANDARIO BATISTA DE ITACOATIARA;4;1;1;0;RUA EDUARDO RIBEIRO;2063;;CENTRO;69100081;92;9.9185E8;1;0MI39;05FEB2018:00:00:00;19DEC2018:00:00:00;0;0;0;0;1;1;0;0;0;0;0;0;1;06068580000135;04328126000140;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;8;0;0;0;1;0;0;1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;85;33;0;33;52;52;0;0;0;0;0;0;0;1;1;0;43;42;37;18;0;30;0;0;0;31;53;1;0;0;85;0;0;0;0;0;0;0;0;0;7;3;0;3;5;5;0;0;0;0;0;0;0;2;2;0;9;3;0;3;6;6;0;0;0;0;0;0;0;1;1;0
2018;Norte;1;Amazonas;AM;13;Itacoatiara;1301902;Centro Amazonense;1303;Itacoatiara;13009;130190205;13033000;ESC ABILIO NERY;3;0;2;0;LAGO DO MUTUCA;S/N;COM. SAGRADO CORACAO;ZONA RURAL;69100970;.;.;1;0MI39;05FEB2018:00:00:00;17DEC2018:00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;101;21;0;21;80;39;41;0;0;0;0;0;0;0;0;0;40;61;27;1;0;73;0;0;0;21;39;26;10;5;101;0;0;0;0;0;0;0;0;0;8;2;0;2;7;3;6;0;0;0;0;0;0;0;0;0;10;2;0;2;8;3;5;0;0;0;0;0;0;0;0;0
2018;Norte;1;Amazonas;AM;13;Itacoatiara;1301902;Centro Amazonense;1303;Itacoatiara;13009;130190205;13033018;ESC ACACIO LEITE;3;0;2;0;ZONA RURAL;;;ZONA RURAL;69100970;.;.;2;0MI39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;Norte;1;Amazonas;AM;13;Itacoatiara;1301902;Centro Amazonense;1303;Itacoatiara;13009;130190205;13033042;ESCOLA MUNICIPAL AJURICABA;3;0;2;0;AREA RURAL;;LAGO DO AGOSTINHO;AREA RURAL DE ITACOATIARA;69109899;92;.;1;0MI39;05FEB2018:00:00:00;17DEC2018:00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;0;0;82;3;0;3;55;30;25;0;0;0;24;24;0;0;0;0;34;48;37;0;0;45;0;0;0;3;24;21;7;27;58;24;0;0;0;0;0;0;0;0;7;0;0;0;7;1;6;0;0;0;3;3;0;0;0;0;7;0;0;0;5;1;4;0;0;0;2;2;0;0;0;0
