NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ESCOLA;TP_ENSINO;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
210056784158;2022;3;M;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;C;B;8;B;A;B;D;A;D;B;B;B;A;A;A;A;C;A;A;E;A;A;B
210057686129;2022;4;M;1;3;1;2;2.0;2.0;1.0;1.0;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;C;A;A;7;A;C;C;E;A;A;C;A;B;A;A;A;A;C;A;B;E;A;A;B
210056767126;2022;4;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1086.0;1055.0;1065.0;1076.0;430.6;497.3;499.1;462.0;EBEDDBDADEDABDCEACBDCCEBABCDEECAAABCDBCBEABCD;BEACCEDBDDADDAADBBABACEAAADACEDDADBECEDDCCDDA;DDCBDDCEADEADDDDEECBAECEBCBDAACCEDACADDDBAEDE;DDECECBEECBABDBCAEBCECEBBADDBDBEACCBADADCBEBA;1;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1.0;100.0;160.0;120.0;120.0;160.0;660.0;C;C;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
210054870860;2022;2;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1088.0;1058.0;1067.0;1077.0;444.2;469.3;514.6;434.9;AEBBCAEBEDABCACCCCACDDEBBCEABBCBDCCBBCAEABEBD;DEBCEDCCBEEDECBDDBADABAAEAECDDBABEBDABDCBDDEC;CBBEDCEECAEDBAAAEAAAEACAEEEEBDECDACBAAECDACEC;CCBDBEDAABBCCEECACBBEDCECCAEBCCABCDCCBBCDBDCD;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1.0;120.0;120.0;100.0;140.0;60.0;540.0;E;E;B;B;5;C;A;C;D;A;B;B;B;B;A;B;A;A;E;A;A;D;A;A;B
210054571282;2022;2;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1087.0;1056.0;1066.0;1078.0;384.7;483.5;395.9;390.9;DDDACCABDADCBBCADDBEDDDDACEECDBDBAADDEDBCECCD;DDDABDBEACEAADADEECBBAACCEBAAEBAADBACAEAEAEEA;ADEEAADDBDDACBCEEDACEACCDCDCCACEBCDECEAADEAAC;AECCEEABABDBEDCCCACBBCDADDAEEACBABDDCCDDABEED;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1.0;120.0;120.0;120.0;100.0;60.0;520.0;H;E;A;A;4;B;A;C;C;A;B;B;A;B;A;A;A;A;B;B;B;B;A;A;B
210057204207;2022;3;M;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;E;F;D;6;B;A;C;D;A;C;B;C;B;B;B;A;A;C;A;A;D;B;A;B
210054970561;2022;2;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;0;1;1;0;;1058.0;1067.0;;;474.5;388.5;;;CBECAEEBAEAECEBEEDACEACCAEDAECDEEDDAEAEABBCDD;CDAADAAEDDEDAAAAAAAACBCEAADADEEECDCEABCECEBAA;;1;;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;;1.0;100.0;100.0;120.0;120.0;120.0;560.0;D;D;A;A;4;B;A;B;C;A;A;B;B;B;A;A;A;A;B;B;A;B;A;A;A
210054887479;2022;3;F;1;3;1;2;1.0;3.0;2.0;2.0;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;E;C;B;4;B;A;C;C;A;B;B;A;B;A;A;A;A;B;B;A;C;A;A;A
210054835547;2022;3;M;1;3;1;2;1.0;2.0;2.0;1.0;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;C;A;A;3;C;A;B;C;A;A;B;B;B;A;B;A;A;B;B;A;D;A;B;B
210056774518;2022;2;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;F;B;6;B;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
210057191092;2022;9;F;1;3;2;2;;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1088.0;1058.0;1067.0;1077.0;400.1;468.3;501.7;395.0;DDECCCEEEBEBCDEDCAEABEBDADBEBEACADDCABBCABCAB;EDDBEA..DCCBABEDCCABEADCBBAAABEACDBCDBACB**BB;CCDDEEBDAECEEDDBADAEEBADCCAABCEADACBBBDCDCCCB;EACBDACEAADCBDEAECDADADEABCCBDAACEACDADBBDAEE;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1.0;80.0;120.0;100.0;100.0;60.0;460.0;B;B;A;A;7;B;B;C;D;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
210056718540;2022;3;F;1;3;2;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1086.0;1055.0;1065.0;1076.0;416.7;447.6;501.0;520.7;AAEBBDCCCBDCCBEBBCCBDAECCDBBEEEEEABCDECEDBAAE;BEADBDDEAEEBDEBCAEEBEEECAAEAABCDBEEEEEAADEDCE;EAEAEEBDADEACDEABECEBEDECCDADEBDADACBDADBABDB;BBEBDBDEEEACDEEDADCBBDBADDABBBEADADAAECAEAACE;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1.0;120.0;120.0;120.0;120.0;80.0;560.0;E;E;B;B;7;B;A;C;E;A;B;D;B;B;B;B;A;A;B;A;B;E;A;A;B
210054828139;2022;2;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1085.0;1057.0;1068.0;1075.0;562.3;531.4;520.2;590.3;ABDABEBAAECBBAAEBDCEEAEBCAECDACACECCCAECCEDBD;BCCDADECDAACDCBDDAEACCEEDECACBEDCEEEBEADEDEAC;AADAECCBCACCACDBCDEAAECEBACABDABAAAEADECBCEEB;DABBEAADCCDEDEBDACDEBDEACDDBCACACCCADDECBACBE;1;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1.0;160.0;200.0;140.0;160.0;120.0;780.0;G;E;D;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
210054880349;2022;4;F;1;1;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1087.0;1056.0;1066.0;1078.0;406.3;483.3;496.3;530.7;CBDCCCACBADCDBDECCBBAADCDCADAABBCDBBDAEBCCADA;DDBABAEDBDEBDDACCDADBCAEACBDEBDDADCACABDDAECA;DBEBDCDBCACBDAECDDBAEDABBEBECCEAADECBAADDBCDB;DBECECAADBCCEBBDCCEDEEDBDDCBBAABCCBDACBACBDCE;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1.0;140.0;120.0;120.0;120.0;20.0;520.0;H;C;F;B;7;B;B;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
210057138536;2022;4;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1088.0;1058.0;1067.0;1077.0;429.1;446.7;313.8;361.6;ACDCBCCBCCBEBDCDEDCBB*DBCADEDBACBDCDACCACDEAB;ADEACADBEBEACDBACDAEAEBEACDACBACBDBDBABCADACC;ABEBDACBDAEBDACACEABDCAEBD*DBCCCADABDBECADBEA;ACCBABDBCABBDACAEBBDDCADBDDBAEBCBECEBAECECABD;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1.0;120.0;120.0;120.0;120.0;60.0;540.0;C;B;A;B;4;B;A;C;C;A;B;B;A;A;A;A;A;A;A;A;A;C;A;A;A
210057222012;2022;2;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1086.0;1055.0;1065.0;1076.0;532.2;466.6;472.1;365.3;EAEADBCAEBECDEBDAEEECCCBABBACEDABCEAEDAAAABAC;ADAAAEAAEEABEBECDAADAAAAAEECAADDCACAEDDCBAAEB;BABEBEBEACCACDABEBBDAAECCEB*CEACADBBACBAECDEE;ACCDDDDEBEEAECEBCEDBADCCCABBDECECAADEDADDACCB;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1.0;120.0;120.0;120.0;120.0;0.0;480.0;B;E;A;F;3;B;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
210057204483;2022;3;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1087.0;1056.0;1066.0;1078.0;453.3;530.9;512.7;458.2;DACCECBDDCBCCBABAECDBDDDBEEEDDBEEACCAEEACBBEE;EDEAAAEBDCDBEBBDEADEACAADEAAEBBCCAEABCEEDAAAB;BEEDDDDBCACADEACADADDACAAADABBCACDACDBADDECAD;CDDDACDBDDDBDECCDCEBEEDCAACDCCCBBCCBBACCBBCCB;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1.0;120.0;140.0;140.0;160.0;120.0;680.0;E;E;A;A;8;B;A;B;C;A;A;B;B;B;A;A;A;A;A;A;A;B;A;A;A
210055002226;2022;2;M;1;1;1;3;1.0;4.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1088.0;1058.0;1067.0;1077.0;561.8;604.9;587.8;657.4;BDEBBCBCDBAEBBAACEACCABEBBDACEACCDECBDECDBDCA;CBDAAADCDEBBACDACEACDBBCDCEDAECADBBDECDEBBABA;CDBEDAADBBBDBACEABECCAEACADABCEBBACBACDDDCCCB;DABBAEADDBCEBBEBDCADABDEECEADCEABCEBCBDCAECAC;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1.0;120.0;200.0;140.0;140.0;120.0;720.0;G;G;E;E;3;P;D;D;D;C;B;B;B;B;A;B;A;A;E;A;B;D;A;C;B
210057197712;2022;2;M;1;2;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1085.0;1057.0;1068.0;1075.0;598.8;541.8;556.1;608.0;EDAAAABADDDCBDAABBCDECDEDECCEBBEEBBBAECCCDABC;DBBEABDCDAACACBAACEECEDCADDBBBEEBACEACADAADAB;BDCDDCCCDECABDDBBDCADEECBAEACEDEEACAAEDABDBAE;BEDBDAECADDBCDECADCEAEEAADCABBABCDECCDEEEEABB;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1.0;120.0;120.0;120.0;120.0;80.0;560.0;E;E;D;B;3;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;B;B
210055116188;2022;4;M;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1087.0;1056.0;1066.0;1078.0;466.7;394.6;460.4;440.0;ABDABCCBDEABDBAACACEDBBCBDAACCBBDABBACABDABDC;AACDEADAAECEBDADDABCBECAECBDEBACABCACBBDDAEAC;BBEEDCEBDCDACBAEEDACEAADABBECAAACCCDAAABEBCAE;CEBDBCADEBABEBDAACEADCCDEABDCCABBACCDDCBABBBD;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1.0;120.0;120.0;100.0;100.0;80.0;520.0;D;B;A;A;7;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
210056584872;2022;3;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1088.0;1058.0;1067.0;1077.0;416.9;552.6;578.0;451.0;CEEEEEEEEAEEDBEDBBAAEBCEBCBAEBDCDDDCDEECECCAC;BEDAAAABDEBBAEDDBCABDADCEABDADDBBADBCBADBBAED;DDBADBEADDBDBDDACAEAECEAAADABEEBEACBDABDDDCCD;BBEBDDEBABDBDEEBDBDBBCBDBBBBAACAEBBEBACCDEEDD;0;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;1.0;120.0;140.0;120.0;120.0;140.0;640.0;F;E;D;B;3;B;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;C;A;B;B
210054792162;2022;2;M;1;1;1;2;1.0;2.0;2.0;1.0;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;G;G;D;D;5;H;A;D;D;B;B;B;A;B;B;B;A;B;C;A;A;E;A;D;B
210054799517;2022;3;F;1;3;1;2;1.0;1.0;2.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1086.0;1055.0;1065.0;1076.0;424.5;499.9;457.5;511.0;CAEAABCDDADACDADBECCAACAADBBEEAEEABCAEDCDEACC;AEACCDAAEDBEEAEBAEEBEEDDAECEAEDBCACCADDADEDCB;EEBDAEEDDBABBEDCCEBDAACEDCACABCEBDBCADAEBAEEC;ABADDBBBEDECBBECADBAAEDDBBCBBBBAABBEBBEDDEAEE;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1.0;120.0;120.0;120.0;160.0;60.0;580.0;B;D;B;B;3;B;A;B;C;A;B;B;A;B;A;A;A;A;C;A;A;D;A;A;B
210054601229;2022;4;F;1;3;1;2;;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;B;A;A;8;B;B;B;D;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
210056762606;2022;4;F;1;3;1;2;;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1087.0;1056.0;1066.0;1078.0;420.7;442.4;410.1;417.2;DCCAECDCBCDCDCEADCBEADBCBAAEDDEBCECAEBDDDAACE;BADEBDBEADCDEBADBCEDBCDCAAEDBDCBEDCACACACACDA;EDDAEDDBBCCBCAADACECEEDEBBADEECDEAEEDEBACEAEB;BBDCBCDBDCECEABCCDEDEEBCBBAEEDEDECBEEABBACBED;0;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1.0;140.0;120.0;120.0;120.0;80.0;580.0;C;C;A;B;9;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
210056756041;2022;3;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1086.0;1055.0;1065.0;1076.0;428.4;527.6;513.0;508.7;EACDCBBABEEDAABEBDBDEEBDBDBBECBEBAADDCBBEBCDB;ACABBDDAACADEBBDAEABAEDCADBECBCABCDCEECDABDEC;BDDAEDEDAEABEEBDBECDBAEECEBBCDEADDEDCCADBCECA;EDCEBAAEBEACDABCAECEACDAABEBBDDCDACBAEBEBABBC;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1.0;120.0;120.0;100.0;120.0;80.0;540.0;H;H;F;F;3;B;A;B;C;A;B;B;A;B;A;B;A;A;B;A;B;C;A;A;B
210054799533;2022;3;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1085.0;1057.0;1068.0;1075.0;424.6;432.9;421.7;375.1;DAACBABBCDBDDDAACBDCBEABAADABDEBABBCBADBCAAEB;DD*EEEEDCBCDBABCCACDBBACDAECABCCCBACBCACAAAAD;DEABCBBCDBDDEDAACDEAABCAADDCEDCACCCCABBAABBCA;CBECACDDEDBACABBBBCCCCDDBDAEABACBDABAAADAECDD;0;ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE;CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB;BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA;ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE;1.0;100.0;80.0;80.0;100.0;20.0;380.0;H;E;A;A;6;B;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;A
210057656927;2022;5;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1087.0;1056.0;1066.0;1078.0;425.9;513.5;473.5;414.1;ADBABCDBADEBBAAEDCCBABCCCCAEDAAEDEAEBCDDAAACB;AADBEBBCDCEABAABCBBBAAADBBDDCEDDDDEAECEDDEAEB;CCDEAAEBCECDDAACEDACBABBBCDAEBCADDECAEEBEDDAE;EBDEEBEEDACCEBCDDBEDCEEAAECCBCEBEDAECBBCEBDCA;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1.0;120.0;140.0;120.0;120.0;80.0;580.0;B;B;B;A;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
210057201841;2022;2;M;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;B;C;2;C;A;B;B;A;B;B;A;B;A;A;A;A;B;A;B;C;A;A;A
210054961785;2022;5;M;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1087.0;1056.0;1066.0;1078.0;500.5;353.0;419.8;526.7;EEDECCEACCDDBDABACCCDCAADEBEDDABCAADBEBDDECEE;ECDBAEBADCCBACEDCBDABADDEABDBCEDCEBACDBADEBDA;CBEACDCCBACBADCABDEDEDCDECD*CCECEDAEEDEBDDDAC;BBDEACABACCBCABBEECAEDADCDECDCABBEADBECDDBDDE;1;DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA;ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB;DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB;BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD;1.0;120.0;120.0;100.0;120.0;120.0;580.0;C;E;A;D;12;D;A;B;D;A;B;B;A;B;A;A;A;A;B;A;B;C;A;A;B
210057252202;2022;3;M;1;0;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1088.0;1058.0;1067.0;1077.0;456.7;479.3;401.2;441.3;CABDEEEEBEABCAAEDBABEBAACAACACDBCEBADBEAADCCB;DACBBEACEACBDBEADDAAECBADECEABEADBCBADCABEDCA;BCBEEDBDCAAABCDBBAACEBCBDEBDBACABEBADABADBCEB;CDEBECEABDABBEDAABDCEACECBDADECBDDCBBCAAEBCBE;1;DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD;CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD;CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC;CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE;6.0;0.0;0.0;0.0;0.0;0.0;0.0;D;D;C;B;5;B;A;B;C;A;C;B;B;B;A;A;A;A;B;B;A;C;B;A;B
210054800457;2022;2;M;1;2;1;2;1.0;3.0;2.0;2.0;1301902;Itacoatiara;13;AM;1;1;1;1;1086.0;1055.0;1065.0;1076.0;431.1;493.3;407.3;444.3;BBDABDDABDCDCDEECAEBDBCBCBCBDDBBDCBBCDDDDEABC;ACACAACBCBACEABAABABADDDABCCCEDDADDCDADDADDAB;BBEEABADACEBDCEDEDEAAACCBCAAEEAECDBBBDCEABCCB;BACEBCBDBADBCBCDCAECBACBDADBCEEBDACBCCACEBCBA;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1.0;80.0;120.0;120.0;120.0;80.0;520.0;E;E;B;B;7;B;A;C;C;B;C;C;A;C;B;B;A;A;C;A;B;E;A;A;B
210056840064;2022;4;M;1;3;1;2;1.0;2.0;1.0;1.0;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;C;E;F;4;A;A;B;C;A;C;B;A;B;A;A;A;A;C;A;A;E;A;A;B
210054946451;2022;3;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;E;A;A;6;B;A;B;D;B;B;B;B;B;A;A;A;A;B;B;A;C;A;A;A
210056718823;2022;2;F;1;1;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1;1;1;1;1086.0;1055.0;1065.0;1076.0;460.3;462.6;397.0;437.7;DCBACECBCBCDABBDCACBDCBDBABCBEBEBDBCECDCDACDC;BAABDDDEEBBBBCDADCCBACCBADEEDEACCADACDCCDABAB;ACBDACEECEAAADEABADCBAEBDCCDDEDCCBBCBECEECCDA;BACCEBCEECCEEDECBDCAECBCCACBCECCBBCBCEBDCACBC;0;EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB;DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA;DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE;DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC;1.0;120.0;120.0;120.0;120.0;80.0;560.0;E;C;B;B;3;B;A;B;C;A;B;B;B;B;A;B;A;A;C;B;A;D;A;A;B
210057666486;2022;2;F;1;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;A;A;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
