NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;TX_ACERTOS_CN;TX_ACERTOS_CH;TX_ACERTOS_LC;TX_ACERTOS_MT
190001075595;2019;3;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;1;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;506;510;513;517;571.1;593.5;539.3;620.4;DBADADCAEECAABCDECBBBCDECDDABDEDCDBDDDBECACCB;EECCCEDBCDBBABAEBDAECADACCBBABCDCBCEAEEEBEACA;DDBCE99999BBBCBCBAEECBDDBAADDABBECDEBECCBAEBCDAAEA;ABBECCEDBEEDDCDBACBBADDBCECEADECBDEBCCBADECBA;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;140;160;140;140;120;700;G;E;D;A;4;D;A;B;D;A;B;B;A;B;A;B;A;A;B;B;A;C;A;B;A;101100011000000001101000000000010101000111100;110101110111011000101001101110101010000010010;01101000000111110101101111100000111000000110010000;100000100011100111010100011100000000000000101
190001080902;2019;4;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;507;511;516;433.2;485.5;400.5;474.5;ACACEABEAABDDCCCEAADAEDEBADBBEEBCBEBDAAAADEDA;EEAAEEAEABACBCCCADCADACAEDDDEAAEAEAECACADAECD;ABDBA99999BACCCAEDEACACEDABCDAAEACABCEAEBEDEAAAECC;AEAECAEAEACCADEDBEACCBCEAECBEAEBEAADCBCADDCAA;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;120;120;140;0;500;B;B;A;A;4;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;E;A;B;B;000000110001000000101001001100011000000100000;000000100001110000110110110001000000000001000;00010000001000000010010100000000010001100010000000;010100010000100000000011001000000001100000000
190001080924;2019;2;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;503;509;514;515;413.7;419.6;412.2;492.7;DEDAAAEADACCDDAADACCDCBAADEEABAADDEEDEDBBAAAC;DDDCAEAECACBDBBCCBEEEEAAEEECEBABEEEBEABBBADCC;99999AEBDEECACAADCDBDCBEBCCCDBEDCAEDBBAABACCAECDDA;EBBDAADCABBCACDBAEADDDDBBBBCCCCAAAABAEDADDDDA;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;160;120;120;40;560;H;H;F;F;4;C;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;A;000010000010010000000000100100000000010010101;000101001001001000000010000000010001100110000;00000001100000000000000000011001000110010010000000;100000001000000001000000010110000100010011001
190001082893;2019;3;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;507;511;516;447.2;471.2;503.7;529.5;EECAEDABCABEDCABDADEADBABBBBAACCCADCDABBBBBAC;ECECABABABBCECACCDBDBAEEBDDDECECABEDBABDEAECD;DEADA99999DCABBCDADDAAEEEABDDCBAADCBEBAAADAABAECBE;BABEBBDADDCCABABBCABCDEEDCBECCABDBABACDACEDBC;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;160;120;160;160;720;C;E;B;B;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A;010100000000000000011000000100101001000000000;000101110001010000000101010000000000001001000;00100000000100001000010100000000001010111100100100;100100011000101100000001000001000000000000100
190001082925;2019;3;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;508;512;516;385.4;466.9;503.1;398.5;CDCDEEEACADBEDCDAACBDAEEDEBCDCBEEDCABADBADBDD;BEACABDDECABDCABDEDCECABACAADAEABECEDBDACEDAC;99999EBEAACEDADCEB*CABEACBABECCAADCEDDABECBECAEBCD;BBAADAEEEBCCBABCADEDEABBACDECAEADBDBDBEBADBEB;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;140;120;120;120;0;500;B;B;C;B;7;A;A;B;E;A;A;B;A;B;A;A;A;A;B;B;A;C;A;A;A;000001000000100110000001100000000000101000000;001010000000010010001001000001001000000100011;00000000011000000101000001010100000001011101110011;100000000100000001000000000000000000000100000
190001086573;2019;3;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;503;509;514;515;502;592;601.9;545.3;DDDBCECEDDCEEDBBDBBACEBECBBEDDBAECDCECCCEAABC;DDECCEBCCBABACABAACADEAECEBDECEBBCCBBEDBBAECC;99999CABDABACBCCEDEBDAADDDEBDECCDDABACEAAECECCEEBD;ECBEDACCABCDBDEDABBEAEBBABBEBABCBADABDECABCAB;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;120;120;120;120;580;E;E;C;B;3;C;A;B;D;A;B;B;B;B;A;B;A;A;B;B;A;D;A;B;B;000000010110010000100001010100101000101000101;000101111111100101100010100001110011011110000;00000111111111100110011110101110101001011110110100;100010001000010000010000010000010100000000010
190001086604;2019;2;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;506;507;511;517;417.2;364.4;421;543.1;ADDDBBAEDCCBBAEECECECDDBDDADEEDECBDECBCAEDBDE;CCACBBDEEABCDABCCABDBEEBDACBDEBCBDADEBDCADBCE;99999BCDBCBBBDCDAECBADCBCACBDEABDBCACBCDEDEBBAEADC;CCACBCECDBECDDCAABCDCDACEBDACEADCEBCDABDCBDE.;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;140;100;100;120;0;460;H;H;F;F;4;C;A;B;C;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;A;000110100000000000000100001001100000110000000;000101000101000000000000000000000000000000000;00000000001010010000000010000000001000000101100000;000000100110100010001100000010000001000000000
190001089356;2019;2;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;505;508;512;518;427.1;469.9;460.3;507.3;BDBDCDBECDEDACBCEBBDBBCDBBCCCACEBCEABDEDCECED;DBCBEEBBBEDBCCABDDDCBDEADCDEEBBCEDDABCBBBEEDC;99999BBDABDBEECCBBECCBEDCECEAEEBBEACDDBEEBDECECBBD;DDBCDBEBCDEBADCDBCBBCBEDEDECECEACBBCCDCDCACED;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;120;120;160;120;660;H;H;F;F;4;C;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A;000010101000000010100111000000101111000000000;010100110100010010000100001000000000010000001;00000100000100000101100000000000011001001011100001;100000011100001000000000110000100000001011000
190001072411;2019;2;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;508;512;516;409.1;414.8;431.7;423;BABDEDAABBACDDDCBDADCAEADCCCCDADBCEDCBCDADBEC;CDACDEAACCAAACBDCECEBAADCACCDDEAADCCADEBBEDCC;BEBEB99999ABDACEEEECECBDCADCAABAADDECEDDBBAACACABB;ABECABBEBABBABBACBEBABBBCDBABACBBBDBEBBACEBBC;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;120;120;140;80;580;H;H;F;F;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;B;B;C;A;A;A;100000000110001001100000100010000100000000010;101000001000011000010000010000000001000000001;10000000000100010001000000100000000000100000110000;000000000001100010000000100100000000000000000
190001075662;2019;4;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;505;509;514;518;456.6;511;489.8;554.9;BCBABEADABCBDACEEEBABBEDBAEBDCACDEEBEEDCDDDBC;ECABCAECDBCCCBBDBAECABCECDBADBCDBECAAADBBAEAA;99999CECABBCCECDEBEBDEAA.EECAECBAACAEACAECCCDBBEEC;DCBCAECAADECDEADCAAACEDBCBEEABEAEDEDAEACDEBEB;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;100;120;120;120;100;560;H;H;F;F;4;C;A;B;B;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;A;000001000000000011110101000010000010101001000;011000010100001011000100100110000010001110000;00000100001010100010001000110110000000010010000100;100010000100010000000000000011100001010000001
190001079097;2019;3;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;505;508;512;518;434.4;594.9;567.2;652;BDCACBEADDBCEA*CDBADCABACADECBABCCDECBCACDEBA;ABAECDBDBEEECCBAACAEDDBAEAEDAABEBBEBCDBADACAC;BBEED99999CDADAEEECCCADEDBDABCEAEBBAADCAECBDAAABED;DDCBABABCDEBAEBECEACABEDDDBEBCBCADADCACABDEBC;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;120;120;140;120;640;E;C;A;F;5;C;A;B;C;A;A;B;B;B;A;A;A;A;B;A;A;C;A;B;A;000010000001000000001000001001010100000001000;011001100111011101010110110001001100100111111;11100000001010110001111001101100100111001100011001;100110111100010101010000010000001001001100100
190001089392;2019;2;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;503;509;514;515;439.6;554.4;539.9;568.3;*EDBACBDEAEDCDECDAACDDAEEDBEBBAADDABBCAABDCBA;DDBCEEBCCBDACAADBACDEBEBABEABCABBACBAEECBDDCE;CDAAE99999BACDEDECBBDAADABDEDEBCACEDBCCAABCBDCAEAB;ECBDDCABABCCADEDCEBCCDDCABDECBEEBCDABBEDACDCB;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;140;120;120;160;80;620;E;E;B;B;3;B;A;B;C;A;A;B;A;B;B;B;A;A;B;B;B;C;A;A;B;000011000000110000000111000110000001000011000;000111111100000011110100000101010011010010000;00010000001110000000011101001100000111011011011101;100010011000010001001000011010000000000100000
190001089425;2019;2;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;503;509;514;515;396;420.4;356.8;499.8;DBADEEBBCDCBCBECABABBADBBBAEEBACCCDBEABDABBDA;DEADAAEAACABDABDECECBDEABABEACCABEBDEBDBCACDB;DAEEA99999EDDEAACDBBBDCEDBBCEDEDCADEDCCABEAEDBBADB;EEDCCACCABBBCDBCBADDABBCBADBCABCCBBADACBABADB;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;140;140;120;100;620;E;E;F;F;6;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;C;A;A;A;000000000111100000000000010100000001100000010;001000000011001000001000000001000000101100011;00000000000000000100000011010001000001010100000001;110000001001111010000000001010010010101000000
190001089447;2019;4;M;1;2;1;2;0;2;;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;505;508;512;518;442.6;391.9;425.5;510.3;ADDCBACDACEADCAEAACEDACC*ADBEECBDEADBACEDBBAD;ABCAEDA*EBCDAEBAEBDCEABEDBEEADCDBDDEDBECAEBCE;BBADA99999DBAABEEEBAEBABEBDABABEDBDDCABAAECDEBECCC;DCDCABB.CDEEDABEACEBDEACBDEDBAAABDCADECACEABA;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;120;80;100;140;560;H;C;F;B;3;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B;001100000100000000000010001000110000010100010;010001000000001100001010000000111000000000000;11011000000110010010000011101000000000000000000010;100010001100000100000001010100000000111110000
190001090833;2019;3;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;506;510;513;517;386.4;442.7;399;475.1;DDCCCBCEEAAACBACDEDECCAE.DBEECECCBDCEAACCDBDD;CBCCECA.BABDDDCCCBAAECEACEBCEBACBB.DECB.CBDAE;CEBEB99999CCEAEECACECACDBEEEAECCCEAEEAAABCACEAECAB;DEBBA.CCBBAADACCAEEDDDEBDB.EBABEBDAAECEDACDEB;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;120;100;140;40;520;H;D;C;B;5;B;A;B;B;A;A;B;A;B;A;B;A;A;B;B;A;B;A;A;B;100000001000100100000010000000000000000010000;000110000010000010100001101000000000100000100;00100000000000000101100110000000000010000001000000;000000000100100010000100000101000000000000000
190001074079;2019;4;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;503;509;514;515;462.1;462.3;404.8;505.7;EDDDCCAABBCDADCCBBBDBDEDCCDEABABBDBCBEDAADCDD;EEBCBDDCADABBDDEDDADEEDCCDBDAACDCACECCDAABCDA;99999EEADBCBBBDBEEADDDBECEEBCEACCDABADDCCCEECDBEBC;EBCEDBCCADDCDABCDBADDDBECDBBDDACEEDBEDEDCDBEE;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;120;120;120;80;540;H;H;F;F;4;C;A;B;B;A;B;A;A;B;A;A;A;A;B;A;A;B;A;A;A;000001000010010010110100000100000000010001010;000100010011010000010001100000000010001000010;00000000100001000000000000100100001000100000100100;100011001000001000000000100000010000000101100
190001082990;2019;2;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;503;509;514;515;454.9;515.4;509.2;404.9;DEAADEDACDDEDCAABEBEDECBCBCBDEDAEBEBAEBEDDCEA;CEECCCBCDBCCAACDBABEEDEECCDDBCEBBDCEEBDACDBEE;ABADB99999DCCCBAEBEBDADDAAEEDEAADECEAEEDCECEBCABCE;ECBEEEDCBEDCDCEBEEEEDBAEACBAAECCCEBADAEADECEC;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;120;100;100;60;500;E;E;B;A;5;D;A;B;C;B;B;B;B;B;A;A;A;A;B;A;B;D;A;A;B;000000100100000010100000011000001101010101000;000100110100100011000000110001110110101000000;01000000000010000010010100101100100000000110011010;100000000000000001010000000001010010100010000
190001084930;2019;4;F;0;0;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;508;512;516;432.8;396.5;409.5;443.8;CDBADDDEBDDDECECBCEEADCEBBAECBABCEDEEEBCCBDDA;DEABAAAECEADBECAEBACBADDCCAACACEACCEEEEDAECBD;99999CBBABBEAEDCCEAAEBDCDDABDCECBBDDECDBEBBECBCECB;EEDEBBCBCCECADDABAEBCABCDECEDADCCCEDDECACDBDC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;120;100;100;40;480;H;G;F;F;4;C;A;B;B;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;A;000100010001100000011011000011011000000000000;001110001100100100000000000001100000000000100;00000000000010001000001100010100000000111001100110;011100000010100000000000001010001111000000010
190001080957;2019;3;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;506;510;513;517;384.7;399.9;420.4;572.7;ACEADCAEDBAEBDEEBEECDEBDDDCBCEEEAEDCBEBEDBEBA;CABCACDACEEEDEBEEEDEEAACACCEEEDDDCBECBDAAEDBD;99999EEBADDBDABEEAEEDBEEAAEACCCEDEADBEEABECDCAAEBB;AEABCEECBCEBDBECABCEBDECECBBBBDDDEBAADEDEDDEC;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;140;40;40;120;0;340;C;D;C;D;7;B;A;C;D;A;B;B;A;B;A;A;A;A;C;A;B;C;A;A;A;000000100101000010010001000111000000000100010;001100100000000000000000000000000000001000100;00000000000100100101000001010100000000000000000000;100000100010111010000100000000000000010011000
190001084981;2019;4;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;503;510;513;515;411.3;404.2;445.2;407.4;AEDAEAEAAACBAAACCBBEDADEDEECCBAECDCCAECDDAACC;ABBEAACBAADEABEEBEADCEBBCACDBEADDAEEBCDEBEBEB;99999CCAEECAECECEDCEAEDEEEEAAEEEABABADAEDACEEAAAAD;AEBDBACCBEBDBBEEEEADECBEAEEDEAAECDECEDDCEEABA;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;120;120;120;0;460;H;H;F;F;4;C;A;B;B;A;B;B;A;B;A;A;A;A;A;A;A;B;A;A;A;100000001011000000100001000000010010011000101;001000011000010000111110100000000100001010001;00000011000001010001001000010000000000010100000000;010000000000000001000000000000000000000000001
190001075738;2019;5;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;507;511;516;368.9;470.5;436.5;397.5;EEBCEEEABCDDADCDDEEEDAEBBDAABDBBDEDECAADBADBC;DAEEBCDCACCCECCCDDCCCADAECBCAABCDDDBEBEEEDABD;99999DDAACDCADDECCCCAEEDABAEECCCEAACAACECDAEADCCCC;EAADABBEDEBCBBCAEEECCDAAACBDAACBDDDAEBCAEDBDA;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;120;80;100;0;420;H;H;F;F;4;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A;010001000001000100010000010000010000000000000;010000000001010000101100101101000011000000000;00000000100100000001000000110001000000000100000100;000000001000000000000000000000000000000010010
190001081050;2019;3;F;3;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;1;1;0;;507;511;;;418.6;457.1;;;CCCECEDEEADAACEDCECEAADAADDCABEEDBBCBACCAEBEB;BDDBE99999CBCBBBDBDEBAAACDABEADAABADECBEACBECADEEE;;0;;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;;1;120;80;80;140;0;420;E;E;B;B;6;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;C;A;A;B;;001010000110011000100100010100000000000000001;11011000000000001100011011100000000110001000001010;
190001093877;2019;3;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;505;508;512;518;427.3;534.4;477.7;471.7;CBECAAAEBBDEBDBCEDABCDBDACBCAAEBBEECEDBDCDCDE;DAAAADBECACDDCBBACBCBDDBAEEAAAEAABDAACBABADAB;99999AEEABADCABEDEEAABBCBCAABCBCDBDAADABEEBDAACEBA;DCBCADEBAAECCDDECBAAEDEEBBCCDAEEEEDBCAAEADAEC;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;6;0;0;0;0;0;0;E;E;B;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A;000100000000100010001001000000011010100001001;001011101000011001100101000001000100010101010;00000000000000010000000100001100000111011000010100;100010010000000100000100001000100010000000000
190001083126;2019;4;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;1;1;0;;510;513;;;415.2;413.2;;;CDCDDDBBCABCDBADDDBADBEDCDECEECDEBEDEBACDBEAC;CBDDE99999DCABADDDBBCBACDEABDBCBDBADACBAAA*CCDBCDA;;0;;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;;6;0;0;0;0;0;0;B;B;A;B;6;C;A;B;C;A;A;B;A;B;A;A;A;A;A;B;B;A;A;A;A;;000000010010011000000000110000100000100000000;00001000000000001000100000100000000000000101011000;
