NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;TX_ACERTOS_CN;TX_ACERTOS_CH;TX_ACERTOS_LC;TX_ACERTOS_MT
190001080674;2019;2;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;506;510;513;517;436.6;475.8;490.2;426.1;DDDEBBACEEEABDCDDBEBBEEABDCEBEDEEBCDCCABEDBCC;EEDCCBBEAADCAEAEBEAECBAABADBEADCABBADEEDCBABD;DEEAA99999CBDCBDDACEEBDBEAAEECBCECACCECABECDEADCEB;EEDDCCCEAAEAEDEAABAAACEACCBDCABDEDEBDCEBBACBB;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;100;40;40;120;0;300;E;E;A;A;5;B;A;B;D;B;B;B;B;B;A;A;A;A;B;B;A;E;A;B;B;100010101010000000001000000001100001100000001;110100001000001000101001000100000000000000000;00000000000101101101001001101100110100000000000000;001100010010001010100001000011001000000000100
190001073750;2019;3;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;505;508;512;518;389;427.1;433.3;530.5;BECCEDCDBDEECDCBAEDCEBCECDCCEDBCDCEADDDBEBDBD;DBAACBAEEDAAADACBBBCBBDBACEDBAACEACACBBADCBBC;DBEEC99999BCDACBEDCDEDBECADAACCDDBDAECDBCDDADCDDED;DACCACCEBDBCDACCCBCBCAECDECCCCADAEBCCCBAAADDA;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;100;120;140;120;120;600;B;B;A;A;4;C;A;B;B;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;A;000100000000000101000110010000000111001000000;011000000000000000100001000011000000100110001;01100000000000000000000000100101000100110010000001;100011000110001000000001001000011000000101000
190001075346;2019;2;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;E;C;B;4;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A;;;;
190001093584;2019;2;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;H;F;F;5;A;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;;;;
190001093604;2019;4;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;503;509;514;515;467.3;372.1;353.4;437;AAEDECBCACCDEBCACEBCEBDBBBCEABACEDABCBACBBBCB;ADCCDCBDCADDABCBBCBCDCECBBCADCBBCDBDCDCCACBCA;99999EBBCBDBDADBBCCBBCADBCCDBCBCBCDAABACACBBDACCDC;ABCDEDBCACEBADECCCEADACEAACBABECECBBABCABABDC;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;60;60;100;0;320;H;H;F;F;4;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A;111001001010000000100000011100001001000010000;100100101000100110000001001111010100000000000;00000001000000001000001100000000000000001001000000;000000001101010000000110000000010010001000100
190001093626;2019;2;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;508;512;516;549.5;441.3;479.3;414.4;DBDAEEBADDDDEEDDECDEDCCEDDDBBEDBDCEDDDCCDEDAA;DEACCABECCAECDBBCBCEACCCAECAEBAAECDBCCCCACBCB;99999CBCCBCCBBBBBCEDCCCACBACDBCCCBEACEAEECBECACEBA;BCBDCCDECECEBBDCCABDDCDDDCCBDCCDDEDDCEEDDCADD;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;100;120;120;100;120;560;D;D;C;C;7;C;A;B;B;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;A;000101100001101100010011111100010100000010000;001000101001001000010000000000000000111000000;00000000101001000000100001000000000100001101110100;100000000000000010100000001011010001100001011
190001073818;2019;3;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;505;508;512;518;375.5;534.5;521;434.4;ADDCEDBECDBEAACBADCDACDBBACEEDBDBDEBAEDBDBDEC;ABCCADADCEBDCCABEEBEADBEDACABAECBCCECDCBBECAD;DBCDD99999CCABDBECAECBCBEDADBCCDBBDAADABEECBCAEAED;DEBCBCACDBEADBCECBBAABCBDEDEBCBCCBDBBDAECADEC;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;120;120;120;60;540;E;E;F;F;4;E;A;C;D;A;B;B;A;B;B;B;A;A;B;B;A;E;A;C;B;001100101000000100000000000000001010001000000;010011001100010000110110010011001000101000110;01010000001011000000100010001101000111011000110001;100001100001001100000010000000000010000011000
190001075396;2019;5;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;507;511;516;487.1;511;492.8;481.2;EEABEEBBBCDDDDBAEEEEADCEDCABBECAADDADAAEDBADE;BAEAABACABACECAAEBCCABCABDAEEBEEAAEDEBBEBDEAB;AEDBC99999ADBCEDDAAEAEAECEEECEBCEBAAAEBDADDBAAAEDC;CDAACEAEEDECAACCABEABECEDABDAAEAEBAEDEBAAEAED;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;120;120;120;120;120;600;A;B;A;A;7;C;A;C;D;A;B;B;B;B;A;A;A;A;B;A;A;C;A;A;B;010001100001000000011011100100100000000010000;110001100001010011100010010000000100001010001;00010000000010011000001110011001000001001111000000;000001100010100000011111010000000000000000001
190001087869;2019;2;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;505;509;514;518;535.3;492.5;563.2;511.8;DBDCAAEBCCDEADACAEEDABCDABADABABACDEBADACABAA;ACCCADDCEBEBBBBEEAAAACEBDBEADCACECECECBDCDACE;99999CAAEABCCBEBEDEDAAADDBECDECBEBBEBAAAADCCEBDDBE;DBECADDBEADBDECEBDACAEEBABDBCEDBCDBAEECBAEBED;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;140;160;140;100;680;H;H;F;F;4;A;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A;101100011100000001000111000001010100011000010;110100010101001001000000000111000000100000100;00000110011011000110111111111110010010011010000000;111010010000011100010000000000000000011000000
190001075494;2019;4;M;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;508;512;516;436.2;478.6;505.4;508.8;EBCCEDAACABDDEBAEAADABCEBECABCDECDDECEBADACCA;AEAEADDCDACADCEBDCDABABCBACEECACDCCBBDAACDEBC;99999BDEABCDDBBEECEDACEACECDDAAEEDAEADDECCBECABECA;EACACBEADEBCCADDABBCCEBBACBCCCCDEDCCBEECADDBC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;100;120;80;120;100;520;H;H;F;F;4;B;A;B;C;A;B;B;A;A;A;A;A;A;C;B;B;C;A;A;A;000000000001000000101111000000001000000110100;001011000000010011000010010000000000000100001;00000110001001010000000000000000101011100101110110;000000011000000000100100000001010000000000100
190003021966;2019;3;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;507;511;516;344.6;433.2;418.7;436.3;EAEBCDAEBDBDACABCADCDEBABEDDACBDBEBEDACBDABDA;CCAEBAACDBDAECAEADCBDBACAEAABECCDAEBABEAACCDD;99999BCAABEEDBECABDDDC.B.BABECEACDABDADAECCEAEACBB;BCAEBDECDBCDCEBCDBABECABCDAEADBCDCEADBCDEDACA;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;140;120;100;160;80;600;E;D;D;D;4;I;A;B;C;A;A;B;A;B;B;A;A;A;C;A;B;E;A;C;B;001000010001000000000000001000000000000010000;000000100010010100100000000000000101100000110;00000000100000000100100000100010000000010000000101;100100001100000000000000100000100110000010000
190001090741;2019;3;M;1;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;1;1;0;;509;514;;;453.2;410.6;;;ACDECEADACBABBBAADECEACCCDBACEBCDDBDBDBBCBCDA;ABCAE99999EDBCBEDEEAEDBCBDEAAACBBBACECCABACAAECABE;;0;;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;;1;80;40;40;100;40;300;E;E;B;B;6;B;A;B;D;B;C;C;A;A;A;A;A;A;C;B;A;E;A;A;A;;110001000000001000000001100100000100000100010;01010000000000010010000000100010011001010010000000;
190001090781;2019;3;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;505;508;512;518;365.9;415.3;440.3;454.9;ABBCEEEDDACEDECBBABBDECAABEBBEABDCECDDCCDADEC;EAACECBEABCBCAACDCBADACBCCEDABBEDECCADEABCDBD;99999EADEBAEBCBEEDCCDEBBEDDACECBEAACCDDBACBBEDEBCA;DBACDCBCDAEECDAEDBCADECBCCCBACEBDCCBBBAECEBDC;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;140;120;120;120;0;500;H;H;F;F;5;C;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A;000101000000010100100010000000010110000000000;001000100000000011100001000000000001000100000;00000000000000010001000010100000101001110100000010;110001000000000100000010001010100000000010000
190001986179;2019;4;F;1;3;2;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;508;512;516;499.6;431.4;515.4;363.9;EADBDCBBECBDECBACEBEABAEBDECDACBCECACCABBABAB;DCAAABADCECDECABCDBEBADCBCABABCEBCCECEDDBCAEA;99999CEAEACEDBEBCCEBCDCCDEDADDCBDBDADDADECBBEACDCA;CDBABDDEEDCABDCDBADEBDADACBEAACACDAA.ACBCDCDC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;140;120;160;140;120;680;H;H;F;F;4;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;000000101001100000011101010000111000010000001;001010001100010000110000000100101000100000000;00000001011001001000100100100000000101001100010010;000000000000000000001000000000001000000100010
190001069011;2019;2;F;1;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;504;508;512;516;405;412.6;473.8;400.5;CDCDEDEBACCEACDCEACEDACCDBCDBECACBDBDCCDCBDEB;DBCBBDBEDCAADDABEBBABADBCBBCDBEBDACCACCABDBBB;99999DDAECBABBBAECEEBCBDCCDDBAEBBDDAEDEBACBACCCEEA;AACDCACBDDCCBCEEDCDBDDCCBCADCACCEECDCDBADEADC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;140;100;120;140;20;520;H;H;F;F;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A;000000000000001000010010100000101000010000011;010101100000000000100001000000000001011100000;00000011000001000000000000101000000101010100100100;000000001000010000000010000000000001110000010
